AddressL1,City,State,Outcode,Incode,Lat,Long
8545 Penn St,Comox,BC,V9M,P7C,49.6728,-124.947
495 Ridge Dr,Paquetville,NB,E8R,E7H,47.7443,-64.7222
153 Dogwood Drive,Petitcodiac,NB,E4Z,K8K,45.751,-65.048
930 Golf St,Lloydminster,AB,T9V,J6E,53.2786,-110.0233
99 Bayberry Street,Kitimat,BC,V8C,Y5J,54.0662,-128.6508
208 High Rd,Estevan,SK,S4A,Y4S,49.1433,-102.9987
44 E Evergreen Road,Joliette,QC,J6E,A4G,46.0551,-73.432
9816 Bridge St,Shippagan,NB,E8S,N8S,47.7456,-64.7143
911 New Dr,Canterbury,NB,E6H,K8G,45.7207,-67.6516
246 North Lake Forest Street,Greenfield Park,QC,J4V,L9N,45.4926,-73.4473
96 Aspen St,Plaster Rock,NB,E7G,X2G,46.9097,-67.3971
5 Addison Street,La Malbaie,QC,G5A,X0B,47.6259,-70.0967
387 Gartner Court,Huntsville,ON,P1H,H5H,45.3272,-79.2151
7101 Woodsman St,Yarmouth,NS,B5A,T7G,43.8245,-66.1207
9928 Willow St,Wolfville,NS,B4P,G8V,45.0917,-64.3599
206 Del Monte St,Buena Vista,SK,S2V,A5K,50.7763,-104.9291
9183 South Aspen Drive,Hampton,NB,E5N,R3S,45.5263,-65.8155
68 Water St,Loch Lomond,NS,B2E,H6C,45.6272,-61.9977
56 John Rd,Neguac,NB,E9G,R6R,47.2316,-65.1378
26 Branch Drive,Drayton Valley,AB,T7A,S6P,53.2165,-114.9893
971 Glenwood Rd,Pennfield,NB,E5H,S7J,45.0766,-66.77
8395 North Surrey Ave,Donnacona,QC,G3M,T3K,46.6725,-71.7368
9373 Clay Lane,La Tuque,QC,G9X,R7S,47.4583,-72.7729
7 Division Drive,Cochrane,AB,T4C,P4X,51.1896,-114.4774
8910 East Gonzales Ave,St. Albert,AB,T8N,K2R,53.6199,-113.6377
9600 Sheffield Dr,Bass River,NB,E4T,P8L,46.3026,-64.9648
54 Pine St,Fourchu,NS,B2J,T0N,45.3747,-63.2951
712 Pine Road,Hochelaga,QC,H1W,G4S,45.5423,-73.5616
7943 2nd Lane,Lloydminster,SK,T9V,B8J,53.2786,-110.0233
981 Rose Ave,Athabasca,AB,T9S,M4B,54.7139,-113.2942
8 Lawrence Ave,Shediac,NB,E4P,K7X,46.2165,-64.5128
6 W Alderwood St,Maisonneuve,QC,H1V,T0Y,45.5702,-73.551
8017 Newcastle St,Place Bonaventure,QC,H5A,G5R,45.503,-73.5679
7617 Sheffield Dr,St. Martins,NB,E5R,J2N,45.3849,-65.6331
11 Union St,New Glasgow,NS,B2H,Y1M,45.5937,-62.6585
7956 Wild Horse Lane,Goderich,ON,N7A,A2J,43.7347,-81.7105
34 Overlook Ave,Nicolet,QC,J3T,K9X,46.2326,-72.5995
273 Rockland St,Coverdale,NB,E1J,R8K,45.9829,-64.8634
6 W Washington Rd,Red Bank,NB,E9E,G0M,46.9795,-65.6715
8565 N Wentworth Lane,Trail,BC,V1R,S1L,49.1135,-117.716
8816 Lookout Street,Elliot Lake,ON,P5A,M2S,46.372,-82.6721
266 S 4th Dr,Orillia,ON,L3V,B3Y,44.6039,-79.4126
210 Victoria St,Parksville,BC,V9P,E0C,49.3233,-124.3227
9003 Border St,Duncan,BC,V9L,C0E,48.7768,-123.7077
9369 Fifth Rd,Kingston,NB,E5S,B2K,45.3571,-66.0858
210 E Beechwood Ave,Petitcodiac,NB,E4Z,P2X,45.751,-65.048
2 New Saddle Drive,Gagetown,NB,E5M,H0C,45.6287,-66.1751
7867 Oak Meadow St,Esquimalt,BC,V9A,R9H,48.449,-123.3842
81 Olive St,Lachute,QC,J8H,A3K,45.6484,-74.3406
7360 Valley Rd,Lakeside,NS,B3T,L4P,44.6404,-63.6888
8055 Fulton Rd,Bayfield,NB,E4M,Y2P,46.0957,-63.9068
94 Pierce Road,Blackville,NB,E9B,N9N,46.7772,-65.8638
7872 Gregory Road,Lepreau,NB,E5J,Y7M,45.2116,-66.3491
74 Homestead Ave,Bouctouche,NB,E4S,P1M,46.4171,-64.9241
51 Smith Store St,Brantville,NB,E9H,B7L,47.3272,-65.011
63 East Livingston St,Brooks,AB,T1R,E1X,50.5659,-111.8896
16 South State Lane,Kingston,ON,E5S,Y7J,45.3571,-66.0858
58 Euclid Drive,Hillsborough,NB,E4H,M3S,45.9078,-64.8245
714 Holly Drive,Hinton,AB,T7V,P4C,53.3981,-117.5552
861 Indian Spring Ave,Louiseville,QC,J5V,C3H,46.2675,-72.9382
8854 Euclid St,Deer Lake,LB,A8A,V7A,49.1778,-57.413
551 Wagon Ave,L'Assomption,QC,J5W,G7C,45.8313,-73.4233
985 Brandywine Street,Cobourg,ON,K9A,N3C,43.9851,-78.1621
836 Victoria St,Hampton,NB,E5N,G4V,45.5263,-65.8155
7111 San Pablo Court,Kingston,ON,E5S,M7G,45.3571,-66.0858
9443 Inverness Ave,Meaford,ON,N4L,X0R,44.6079,-80.5922
8495 Main St,Lloydminster,AB,T9V,L0Y,53.2786,-110.0233
8346 Golf Dr,St. Mary's,ON,N4X,E2Y,43.261,-81.1516
9965 Mountainview Street,Port Morien,NS,B1B,H3L,46.1365,-59.8717
38 South Tallwood Lane,Plaster Rock,NB,E7G,R2V,46.9097,-67.3971
9733 East Oak St,Fort St. John,BC,V1J,E6T,56.2306,-120.8277
88 Rock Creek Rd,Kapuskasing,ON,P5N,N4K,49.4134,-82.4203
9 Jockey Hollow Road,Dorval Outskirts,QC,H9P,N9X,45.4617,-73.7305
8371 East Miles Street,Kingsclear,NB,E3E,N6H,45.8134,-66.932
40 Glenholme Lane,Cocagne,NB,E4R,B2J,46.2324,-64.785
9632 Myers Street,Strathmore,AB,T1P,N9L,51.0459,-113.3967
7222 East Pleasant St,Outremont,QC,H2V,S0X,45.5298,-73.6153
2 North Edgewater St,Degelis,QC,G5T,S3X,47.5521,-68.6441
3 Depot Rd,Estevan,SK,S4A,T8N,49.1433,-102.9987
505 Bay Meadows Drive,Lakeside,NS,B3T,E4K,44.6404,-63.6888
7394 High Court,Bath,NB,E7J,Y3K,46.5082,-67.5871
244 Glenridge Court,Maisonneuve,QC,H1V,S2N,45.5702,-73.551
7575 Old Cherry Hill Street,Minto,NB,E4B,H8S,45.9393,-66.09
9397 Cross Rd,Stouffville,ON,L4A,M3R,43.9707,-79.2503
7060 Nicolls Street,Donnacona,QC,G3M,M9B,46.6725,-71.7368
45 West Ivy St,Bayfield,NB,E4M,X2S,46.0957,-63.9068
992 Hilldale Drive,Leduc,AB,T9E,L8E,53.2524,-113.5388
454 Wintergreen Street,Aurora,ON,L4G,P2V,43.9909,-79.4639
8113 Galvin St,Amherstburg,ON,N9V,V7X,42.1106,-83.1115
32 South Kingston Street,Prince Rupert,BC,V8J,T2S,54.3146,-130.3413
658 Westminster St,Roxboro,QC,H8Y,P4M,45.5145,-73.8162
345 Clay Dr,La Malbaie,QC,G5A,Y3R,47.6259,-70.0967
7081 Philmont Court,Cartier,MB,R4K,H2G,49.8298,-97.7549
9714 Illinois Ave,Black Lake,QC,G6H,C3B,46.0654,-71.356
945 Hanover St,Cumberland,ON,K4C,A0A,45.5177,-75.4108
135 North Briarwood Rd,La Plaine,QC,J7M,T8M,45.7915,-73.7559
72 Beacon Ave,Cowansville,QC,J2K,R7V,45.2214,-72.7567
978 Sulphur Springs St,Winkler,MB,R6W,J3A,49.1859,-97.9396
7 Trenton Ave,Lloydminster,SK,T9V,B6E,53.2786,-110.0233
39 Laurel Ave,Greenfield Park,QC,J4V,L0G,45.4926,-73.4473
3 Pheasant Road,Plessisville,QC,G6L,A0E,46.2255,-71.7779
8077 North Lyme St,Lakeside,NS,B3T,T8M,44.6404,-63.6888
8542 Illinois Lane,Clermont,QC,G4A,J3V,47.695,-70.2239
41 Glen Creek Lane,Buckingham,QC,J8L,J2L,45.599,-75.4206
47 Marvon Rd,Kimberley,BC,V1A,T8L,49.6626,-115.9667
441 East Highland Dr,Duvernay,QC,H7E,V9K,45.6142,-73.669
773 Rockaway Ave,Port Perry,ON,L9L,C4A,44.0905,-78.9479
8465 Williams St,Williams Lake,BC,V2G,T6E,52.1276,-122.1271
71 East Dr,Meadow Lake,SK,S9X,T2S,54.132,-108.4314
74 Pumpkin Hill St,Cold Lake,AB,T9M,N6R,54.4127,-110.2162
8 Third Drive,Lantz,NS,B2S,T1P,44.9775,-63.4209
810 Rosewood Street,Lachute,QC,J8H,J8P,45.6484,-74.3406
40 Surrey Court,Mount Pearl,LB,A1N,P8P,47.5203,-52.7789
60 Golden Star  Court,St. George,NB,E5C,V9C,45.2441,-66.9929
3 Pineknoll Dr,Roxboro,QC,H8Y,C9P,45.5145,-73.8162
8164 Nut Swamp Lane,Comox,BC,V9M,C7A,49.6728,-124.947
695 New Saddle Avenue,Port Perry,ON,L9L,A3P,44.0905,-78.9479
7266 Creek St,Meaford,ON,N4L,P0R,44.6079,-80.5922
78 San Juan St,Lockport,MB,R1B,B4Y,50.0958,-96.9329
98 Schoolhouse St,Wasaga Beach,ON,L9Z,M8Y,44.5208,-80.0162
643 Tanglewood Circle,Corner Brook,LB,A2H,Y5E,48.9654,-57.9225
8136 Fulton Street,Georgetown,ON,L7G,S5Y,43.644,-79.8787
7884 Fifth Dr,Beresford,NB,E8K,J1V,47.6736,-65.6795
36 Colonial St,Edson,AB,T7E,G3E,53.5908,-116.4104
7860 Linden St,Prince Rupert,BC,V8J,B2E,54.3146,-130.3413
55 Constitution Street,Enfield,NS,B2T,Y5R,44.8488,-63.5999
969 Oakland Ave,Fourchu,NS,B2J,N3H,45.3747,-63.2951
150 William St,Farnham,QC,J2N,V3E,45.2925,-72.978
908 Strawberry Ave,Roxboro,QC,H8Y,S5H,45.5145,-73.8162
8463 Old Hilldale Drive,Kirkland Lake,ON,P2N,T5L,48.151,-80.0328
9516 Lilac St,Windsor,ON,A2B,K7S,48.949,-55.6725
23 Leatherwood Ave,Bonnyville,AB,T9N,X3L,54.2678,-110.7324
472 South Nichols Street,Georgetown,ON,L7G,Y0N,43.644,-79.8787
9770 Central Dr,Brooks,AB,T1R,J9M,50.5659,-111.8896
66 Crescent Circle,Dundas,ON,L9H,P9N,43.2638,-79.9505
34 N Homestead Lane,Stephenville,LB,A2N,A6P,48.5656,-58.6
9233 Hillcrest St,Elmira,ON,N3B,K3Y,43.5852,-80.5662
8264 Pilgrim Street,Woodstock,NB,E7M,K8T,46.1368,-67.5817
39 Walnutwood Court,Black Lake,QC,G6H,J8H,46.0654,-71.356
113 North Elm Ave,Buckingham,QC,J8L,M1H,45.599,-75.4206
7677 West Virginia Ave,Salmon Arm,BC,V1E,M2E,50.6947,-119.2915
7803 Olive Avenue,Moores Mills,NB,E5A,P5L,45.2441,-66.9929
8638 North Grove Dr,Montague,PE,C0A,V3L,46.1668,-62.6487
8006 Lower River Ave,King City,ON,L7B,H9G,43.9327,-79.5104
697 Mountainview Drive,Ville Émard,QC,H4E,M3A,45.468,-73.5863
255 Blue Spring Ave,Weyburn,SK,S4H,X5B,49.6719,-103.8491
425 Marsh Ave,Marion Bridge,NS,B1K,J0B,46.1309,-60.1864
465 N Buttonwood St,Stony Plain,AB,T7Z,X5K,53.5202,-114.0135
834 West Ridgewood Street,Campbellton,NB,E3N,L3N,48.0091,-66.6707
5 Bayberry St,Port Morien,NS,B1B,N9G,46.1365,-59.8717
470 Mayfair Drive,Labrador City,LB,A2V,P9L,52.9348,-66.9145
294 Jones St,Pierrefonds,QC,H8Z,G8C,45.5135,-73.8389
249 Spruce Ave,Windsor,QC,A2B,H3N,48.949,-55.6725
9978 Trusel St,Stouffville,ON,L4A,J0T,43.9707,-79.2503
9013 Cherry Hill Street,Port Morien,NS,B1B,B2R,46.1365,-59.8717
8 Tower St,Lepreau,NB,E5J,C6L,45.2116,-66.3491
36 North Indian Spring Street,White Rock,BC,V4B,A3V,49.0268,-122.8369
404 New Saddle St,Quispamsis,NB,E2G,G7E,45.4397,-65.9392
22 Santa Clara Road,Lockport,MB,R1B,P2V,50.0958,-96.9329
25 6th Road,Kentville,NS,B4N,P5B,45.0899,-64.4963
73 Lakewood Dr,Stony Plain,AB,T7Z,T5S,53.5202,-114.0135
21 Carpenter Road,Tour de la Bourse,QC,H4Z,N7J,45.5003,-73.5621
9735 Marvon St,Clermont,QC,G4A,B8C,47.695,-70.2239
83 Brown Street,Truro,NS,B2N,X8X,45.3486,-63.3029
494 Rockland Street,Devon,AB,T9G,K6X,53.3632,-113.7286
19 10th Ave,Mount Pearl,LB,A1N,K3H,47.5203,-52.7789
9800 Lyme Road,Kingston,NB,E5S,K8E,45.3571,-66.0858
9 Birchpond Drive,Selkirk,MB,R1A,V7B,50.1483,-96.8756
834 Bellevue Street,Port Hope,ON,L1A,C0J,43.9427,-78.2944
45 West Cooper Drive,Beresford,NB,E8K,H7R,47.6736,-65.6795
201 Charles Ave,Alliston,ON,L9R,E5A,44.1513,-79.8744
7308 Depot Road,Gaspé,QC,G4X,N3T,48.8319,-64.4813
30 Illinois Lane,Caledon,ON,L7C,H8K,43.7467,-79.8304
9208 North Court,Essex,ON,N8M,S6S,42.1754,-82.8226
9 South Lakeshore Dr,Metchosin,BC,V9C,R3J,48.4544,-123.458
87 Galvin St,Tour de la Bourse,QC,H4Z,K8N,45.5003,-73.5621
7319 Walnutwood Street,Peace River,AB,T8S,L0T,56.2539,-117.2849
8589 Pennington St,Quispamsis,NB,E2G,M7B,45.4397,-65.9392
9772 Rock Creek Ave,Aylmer,ON,N5H,N2P,42.7797,-80.9864
8797 Country Drive,Langley City,BC,V3A,M3K,49.0764,-122.6797
5 Pacific Street,Albanel,QC,G8M,C4P,48.8892,-72.1938
815 Walnutwood St,Nicolet,QC,J3T,H3L,46.2326,-72.5995
283 Lookout Lane,McAdam,NB,E6J,X1P,45.5927,-67.2973
3 Court Dr,Allardville,NB,E8L,J6T,47.5887,-65.0979
78 Park Street,Balmoral,NB,E8E,C1Y,47.9879,-66.5145
44 Inverness St,Milton,ON,L9T,K0H,43.5034,-79.8773
983 Westport Ave,St. Andrews,NB,E5B,R5A,45.0732,-67.0428
9164 Creek Rd,Thetford Mines,QC,G6G,E6H,46.1134,-71.3108
1 Longfellow Drive,Ste. Anne,MB,R5H,E7M,49.6667,-96.648
98 Hickory Court,Magog,QC,J1X,T1A,45.282,-72.139
574 Union St,Greely,ON,K4P,G4G,45.258,-75.5762
199 University Dr,Port Hope,ON,L1A,M7E,43.9427,-78.2944
15 Shipley Drive,Camrose,AB,T4V,J9L,53.0204,-112.8129
725 Canal St,Louiseville,QC,J5V,M8K,46.2675,-72.9382
177 Wild Rose Street,Penetanguishene,ON,L9M,L3T,44.7672,-79.9385
9222 Second Street,Caledonia,ON,N3W,A4R,43.0776,-79.9639
940 Lake View Dr,Bracebridge,ON,P1L,H0L,45.057,-79.3366
9764 Longbranch Ave,Ville Émard,QC,H4E,V9L,45.468,-73.5863
9669 Fawn St,Outremont,QC,H2V,Y8M,45.5298,-73.6153
8452 Goldfield Dr,Salisbury,NB,E4J,N8P,45.9787,-64.9898
8543 Cambridge Dr,Bonnyville,AB,T9N,L8S,54.2678,-110.7324
4 E Mechanic St,St. Albert,AB,T8N,N8J,53.6199,-113.6377
372 Pearl Dr,Harvey,NB,E6K,R4E,45.6975,-66.9557
643 Border Street,Burtts Corner,NB,E6L,N2J,46.12,-66.9477
64 Windsor Lane,Baker Brook,NB,E7A,V8K,47.2542,-68.7211
19 Laurel St,Youngs Cove,NB,E4C,R1X,45.808,-65.9652
45 Fieldstone Dr,Donnacona,QC,G3M,J4E,46.6725,-71.7368
384 Anderson Ave,Banff,AB,T1L,A0P,51.1791,-115.5697
341 Bowman Ave,Maisonneuve,QC,H1V,P7J,45.5702,-73.551
756 Summit Lane,Merritt,BC,V1K,L0E,50.1076,-120.7755
6 West Aspen Road,Lachute,QC,J8H,R2M,45.6484,-74.3406
363 Vernon Road,Lacombe,AB,T4L,C4K,52.36,-114.3736
283 Ridgeview St,Alder Point,NS,B1Y,P4C,46.1811,-60.5067
8 Woodsman Road,Dauphin,MB,R7N,K4A,51.1465,-100.0421
7 Water St,Louiseville,QC,J5V,L3B,46.2675,-72.9382
34 North Golf Rd,Port Hawkesbury,NS,B9A,N0R,45.612,-61.3486
37 East Cobblestone Street,Chibougamau,QC,G8P,S9H,49.9214,-74.3601
641 County St,Trenton,ON,K8V,M4R,44.1106,-77.5569
7467 Lookout Street,Bathurst,NB,E2A,S9V,47.6605,-65.6414
8658 Mulberry Dr,Vimont,QC,H7M,K2K,45.6089,-73.7331
950 Front St,Castlegar,BC,V1N,V9G,49.3298,-117.6607
8528 Annadale Street,Kentville,NS,B4N,K8Y,45.0899,-64.4963
769 Rockland Street,High River,AB,T1V,Y2J,50.5775,-113.8747
7562 Illinois Ave,Goulds,LB,A1S,N5E,47.462,-52.7895
995 S Berkshire St,Nackawic,NB,E6G,S7E,45.9942,-67.2397
7455 Theatre Lane,Huntsville,ON,P1H,K8C,45.3272,-79.2151
8196 Whitemarsh Lane,Lamèque,NB,E8T,H5V,47.792,-64.652
962 Hickory Street,Penetanguishene,ON,L9M,B1J,44.7672,-79.9385
8130 Clark Dr,Tour de la Bourse,QC,H4Z,R6K,45.5003,-73.5621
64 S Redwood St,Napanee,ON,K7R,C7H,44.2538,-76.943
1 Spring Ave,Grand Falls,LB,A2A,G7S,48.9249,-55.6493
8127 Lakewood Court,Farnham,QC,J2N,P4E,45.2925,-72.978
56 Heather Street,Marieville,QC,J3M,Y4A,45.4355,-73.1738
982 Vale Road,Innisfil,ON,L9S,G1B,44.2871,-79.6703
7729 Thorne Lane,Sidney,BC,V8L,N9B,48.6128,-123.4198
8 Old York Street,Tillsonburg,ON,N4G,J6H,42.8806,-80.7527
267 Lafayette Street,Taber,AB,T1G,H7K,49.7773,-112.158
30 Indian Spring Court,Campbellton,NB,E3N,R3B,48.0091,-66.6707
7933 Campfire Lane,Eskasoni,NS,B1W,C2P,45.9245,-60.6449
9940 Stillwater Dr,Chelsea,QC,J9B,X6K,45.4039,-75.826
163 Gregory Street,Petawawa,ON,K8H,B8V,45.9151,-77.2754
71 Morris St,Amqui,QC,G5J,R2K,48.4584,-67.4333
963 Greystone Court,Hanover,ON,N4N,M2C,44.1385,-81.0237
23 Riverview Street,Inkerman,NB,E8P,E1Y,47.6656,-64.9543
7518 Studebaker Dr,Dawson Creek,BC,V1G,L7L,55.7741,-120.2533
9560 Jennings Drive,Grimsby,ON,L3M,A3C,43.2005,-79.6292
8814 Wagon St,Torbay,LB,A1K,K8V,47.6542,-52.7367
975 Whitemarsh St,Edmundston,NB,E3V,R0L,47.3614,-68.3218
8 Garden St,Midland,ON,L4R,L6X,44.7542,-79.9005
93 Elizabeth Dr,Boiestown,NB,E6A,R5S,46.2767,-66.7384
29 Country Club St,Enfield,NS,B2T,H9L,44.8488,-63.5999
5 Crescent Dr,Hillsborough,NB,E4H,L4N,45.9078,-64.8245
47 Wood St,Kirkland Lake,ON,P2N,P8X,48.151,-80.0328
99 Fairview Street,Truro,NS,B2N,X0C,45.3486,-63.3029
106 Pulaski Drive,Doaktown,NB,E9C,X0G,46.4477,-66.2584
9 S Woodland Drive,Powell River,BC,V8A,K3N,49.8021,-124.5124
8224 East Smoky Hollow Street,Manuels,LB,A1W,T5X,47.5329,-52.9132
470 Bridgeton St,Whitehorse,Yukon,Y1A,V1V,60.7227,-135.0534
455 Mechanic Lane,St. Mary's,ON,N4X,G0Y,43.261,-81.1516
6 53rd Dr,Pennfield,NB,E5H,S9X,45.0766,-66.77
7833 Birch Hill Ave,Simcoe,ON,N3Y,H5Y,42.8126,-80.3091
7791 Academy Ave,Whitecourt,AB,T7S,B5A,54.1407,-115.6873
8808 South Corona Rd,Asbestos,QC,J1T,J2R,45.7808,-71.9348
8572 Rockcrest St,Orillia,ON,L3V,K9V,44.6039,-79.4126
50 Vale Street,Paquetville,NB,E8R,G8E,47.7443,-64.7222
7728 Baker Court,Thompson,MB,R8N,B0Y,55.7428,-97.8779
5 East Hilldale Court,Dunnville,ON,N1A,G8N,42.9132,-79.6101
914 Old York Drive,Esquimalt,BC,V9A,K3N,48.449,-123.3842
1 Jackson Drive,Napanee,ON,K7R,J1T,44.2538,-76.943
7180 S Shirley Lane,Kingston,NB,E5S,R9G,45.3571,-66.0858
945 Cambridge Road,Edmundston,NB,E3V,P2T,47.3614,-68.3218
7949 Morris St,Flin Flon,MB,R8A,X9G,54.76,-101.8704
46 River Avenue,Joliette,QC,J6E,B9V,46.0551,-73.432
43 Wayne Lane,Goderich,ON,N7A,Y7J,43.7347,-81.7105
8224 Johnson St,Thompson,MB,R8N,G9R,55.7428,-97.8779
18 Elm St,Kimberley,BC,V1A,M4L,49.6626,-115.9667
652 Winding Way Avenue,Metchosin,BC,V9C,B8Y,48.4544,-123.458
51 Lincoln St,Dominion,NS,B1G,J6L,46.2063,-60.0255
78 Cottage Road,Gravenhurst,ON,P1P,B0C,44.9451,-79.3549
9415 Vernon Ave,Caraquet,NB,E1W,G3H,47.7624,-65.0324
7880 Rosewood Road,Wolfville,NS,B4P,K5V,45.0917,-64.3599
4 Colonial Rd,Edson,AB,T7E,V8E,53.5908,-116.4104
6 Beach Lane,Belledune,NB,E8G,R9C,47.8741,-65.9102
77 Evergreen St,Cochrane,AB,T4C,V9B,51.1896,-114.4774
31 Gulf Road,Place Desjardins,QC,H5B,Y7R,45.5066,-73.5623
8943 Prospect Road,Canmore,AB,T1W,E4B,51.0868,-115.3384
40 Grant Street,Hanover,ON,N4N,Y0L,44.1385,-81.0237
1 James Rd,Valleyfield,QC,J7X,A4G,45.2616,-74.2078
134 Division Lane,Dorchester,NB,E4K,B3K,46.0477,-64.6202
388 E Mill Pond Street,Conception Bay,LB,A1X,J6X,47.5238,-52.9595
46 Lake View St,Beaumont,AB,T4X,A2N,53.3571,-113.4129
309 South Edgemont Court,Cowansville,QC,J2K,N3V,45.2214,-72.7567
74 Cleveland St,Buena Vista,SK,S2V,H5B,50.7763,-104.9291
12 Glen Eagles Drive,Yorkton,SK,S3N,V4L,51.202,-102.457
9528 Mechanic Drive,Allardville,NB,E8L,J2Y,47.5887,-65.0979
151 S Meadow St,Petawawa,ON,K8H,M4Y,45.9151,-77.2754
9318 Pierce St,Buckingham,QC,J8L,C4J,45.599,-75.4206
9151 Catherine Dr,Tillsonburg,ON,N4G,C5T,42.8806,-80.7527
9795 East Rock Creek Street,Coverdale,NB,E1J,L7X,45.9829,-64.8634
788 Trout St,Highlands,BC,V9B,L9A,48.4519,-123.4417
210 Branch Lane,Lloydminster,AB,T9V,X0C,53.2786,-110.0233
18 Ocean Ave,Lloydminster,AB,T9V,A6S,53.2786,-110.0233
252 Baker Road,Coverdale,NB,E1J,V4V,45.9829,-64.8634
180 West Beechwood Rd,Trail,BC,V1R,J1J,49.1135,-117.716
97 Birch Hill Court,Kirkland,QC,H9J,T9J,45.469,-73.8862
67 Bayport Lane,Yellowknife,NT,X1A,Y1T,62.4725,-114.3417
77 Trusel Street,Bridgewater,NS,B4V,S3M,44.3683,-64.506
84 Blackburn Street,Essex,ON,N8M,C6C,42.1754,-82.8226
8781 Sutor Avenue,Kimberley,BC,V1A,V8Y,49.6626,-115.9667
80 Meadowbrook Ave,Shediac,NB,E4P,T9K,46.2165,-64.5128
7523 Brickell St,Campobello Island,NB,E5E,L5Y,44.887,-66.95
9200 Tower Ave,Strathmore,AB,T1P,A1N,51.0459,-113.3967
642 2nd St,Magog,QC,J1X,V8C,45.282,-72.139
17 White Ave,Dunnville,ON,N1A,H7N,42.9132,-79.6101
7471 Goldfield Lane,Tour de la Bourse,QC,H4Z,L0G,45.5003,-73.5621
3 Wrangler St,New Waterford,NS,B1H,P1J,46.2295,-60.0941
384 Buttonwood Street,Carleton Place,ON,K7C,S1A,45.135,-76.1313
69 Warren Lane,Georgetown,ON,L7G,K0T,43.644,-79.8787
20 South Cedar Swamp Street,Matane,QC,G4W,P1H,48.8526,-67.518
7082 Jockey Hollow Drive,Quispamsis,NB,E2G,P2V,45.4397,-65.9392
43 South Court,Rock Forest,QC,J1N,C8R,45.3814,-71.9827
273 Gulf Ave,The Pas,MB,R9A,S3P,53.8228,-101.2356
571 Pennsylvania Street,Hinton,AB,T7V,Y3C,53.3981,-117.5552
41 Lakeshore Lane,Pitt Meadows,BC,V3Y,V5T,49.2273,-122.6883
954 Arcadia Street,Ingersoll,ON,N5C,E2Y,43.027,-80.8706
7462 S Chestnut Street,Port Morien,NS,B1B,C5A,46.1365,-59.8717
15 North Olive Rd,Campobello Island,NB,E5E,L2G,44.887,-66.95
362 West Piper Road,Allardville,NB,E8L,K2P,47.5887,-65.0979
32 Gonzales Ave,Cedar,BC,V9X,K2C,49.1207,-123.9284
224 Arrowhead Drive,Duvernay,QC,H7E,T2E,45.6142,-73.669
7646 Trusel Rd,Dorval Outskirts,QC,H9P,K2R,45.4617,-73.7305
758 Manor Circle,Enfield,NS,B2T,T7C,44.8488,-63.5999
505 Marvon Ave,Alder Point,NS,B1Y,B5Y,46.1811,-60.5067
7637 N Clinton Drive,Arnprior,ON,K7S,T0T,45.4238,-76.3624
916 Ridgewood St,Kingston,ON,E5S,G9C,45.3571,-66.0858
82C Oak Ave,Steinbach,MB,R5G,G0N,49.5264,-96.6867
7450 Thorne Dr,La Prairie,QC,J5R,B5C,45.3973,-73.5284
90 Middle River Drive,Delhi,ON,N4B,Y8J,42.824,-80.4811
172 Rockwell Rd,Laterrière,QC,G7N,H9L,48.3084,-71.1104
7816 Carson Circle,Kapuskasing,ON,P5N,Y5S,49.4134,-82.4203
56 S Mammoth Street,Bouctouche,NB,E4S,G6H,46.4171,-64.9241
54 Hudson Ave,Innisfil,ON,L9S,K9L,44.2871,-79.6703
8936 Taylor Rd,Wetaskiwin,AB,T9A,C8L,52.9741,-113.3646
9345 Harrison Lane,Espanola,ON,P5E,H8R,46.2629,-81.7719
463 Beacon Street,Chibougamau,QC,G8P,G7X,49.9214,-74.3601
116 Cobblestone Rd,Olds,AB,T4H,S9T,51.7956,-114.0944
11 Hilltop St,Deer Island,NB,E5V,T4T,45.0481,-66.9556
8553 Creek Drive,Kingsville,ON,N9Y,H9V,42.0377,-82.7394
860 High Point Rd,Delhi,ON,N4B,A4S,42.824,-80.4811
8 Arnold Lane,Varennes,QC,J3X,C8E,45.6911,-73.4312
27 N School Avenue,La Tuque,QC,G9X,R6E,47.4583,-72.7729
7067 Gregory Lane,Port Hope,ON,L1A,K4S,43.9427,-78.2944
44 Halifax Road,Port Hope,ON,L1A,M3E,43.9427,-78.2944
515 Pennsylvania Ave,La Malbaie,QC,G5A,B7G,47.6259,-70.0967
9173 Summit Drive,Bradford,ON,L3Z,K9R,44.1208,-79.5656
1 Lakeview Rd,Oromocto,NB,E2V,M9V,45.8509,-66.467
12 Depot Street,Olds,AB,T4H,T4A,51.7956,-114.0944
104 Court Dr,Peace River,AB,T8S,P7C,56.2539,-117.2849
7876 Edgemont Ave,Meaford,ON,N4L,V9X,44.6079,-80.5922
45 Pierce Ave,Stony Plain,AB,T7Z,M6M,53.5202,-114.0135
22 Oakland Rd,Okotoks,AB,T1S,B9J,50.7064,-113.9554
5 Del Monte Ave,Lloydminster,SK,T9V,H1V,53.2786,-110.0233
581 W Taylor Court,Merritt,BC,V1K,K7P,50.1076,-120.7755
636 W Plumb Branch Court,Portage la Prairie,MB,R1N,S2G,49.9694,-98.3131
198 West Fawn Drive,Kingsville,ON,N9Y,V6S,42.0377,-82.7394
8955 Glenholme Lane,Essex,ON,N8M,T1G,42.1754,-82.8226
78 Middle River St,Ville Émard,QC,H4E,T2A,45.468,-73.5863
7111 Bayport Street,Estevan,SK,S4A,T2L,49.1433,-102.9987
